Time	UTC	FINKEN_SENSOR_MODEL:acceleration_z	FINKEN_SENSOR_MODEL:acceleration_y	FINKEN_SENSOR_MODEL:acceleration_x	FINKEN_SENSOR_MODEL:velocity_yaw	FINKEN_SENSOR_MODEL:velocity_roll	FINKEN_SENSOR_MODEL:velocity_pitch	FINKEN_SENSOR_MODEL:velocity_z	FINKEN_SENSOR_MODEL:velocity_y	FINKEN_SENSOR_MODEL:velocity_x
1107.062	09:06:5.062	-9.711914	-0.033203	-0.003906	0.001953	-0.000977	0.00415	0.	0.	0.
1107.144	09:06:5.144	-9.678711	0.056641	-0.003906	0.003174	-0.000977	0.00415	0.	0.	0.
1107.301	09:06:5.301	-9.763672	-0.008789	-0.02832	0.003174	-0.003174	0.005127	0.	0.	0.
1107.424	09:06:5.424	-9.645508	0.038086	-0.008789	0.000977	-0.003174	0.005127	0.	0.	0.
1107.583	09:06:5.583	-9.716797	0.041992	-0.037109	0.005127	0.000977	0.003174	0.	0.	0.
1107.704	09:06:5.704	-9.72168	0.023438	-0.023438	0.008301	0.	0.00415	0.	0.	0.
1107.824	09:06:5.824	-9.75	0.018555	0.02832	0.006348	0.001953	0.006348	0.	0.	0.
1107.943	09:06:5.943	-9.498047	-0.046875	0.	0.008301	0.018066	0.00415	0.	0.	0.
1108.103	09:06:6.103	-9.859375	0.033203	-0.033203	0.006348	-0.001953	0.006348	0.	0.	0.
1108.263	09:06:6.263	-9.635742	0.238281	-0.008789	0.	-0.016846	0.008301	0.	0.	0.
1108.343	09:06:6.343	-9.650391	0.076172	-0.056641	0.	-0.012695	0.007324	0.	0.	0.
1108.582	09:06:6.582	-9.549805	0.033203	-0.061523	0.000977	-0.00415	0.001953	0.	0.	0.
1108.703	09:06:6.703	-9.673828	-0.013672	-0.056641	0.00415	0.006348	0.00415	0.	0.	0.
1108.823	09:06:6.823	-9.745117	0.041992	-0.084961	0.001953	0.007324	0.00415	0.	0.	0.
1108.941	09:06:6.941	-9.702148	0.071289	-0.033203	0.001953	-0.003174	0.00415	0.	0.	0.
1109.021	09:06:7.021	-9.655273	0.066406	-0.066406	0.003174	-0.000977	0.00415	0.	0.	0.
1109.142	09:06:7.142	-9.716797	-0.003906	-0.046875	0.	-0.000977	0.006348	0.	0.	0.
1109.304	09:06:7.304	-9.678711	-0.003906	-0.018555	0.005127	-0.003174	0.00415	0.	0.	0.
1109.741	09:06:7.741	-9.834961	0.051758	-0.033203	0.006348	-0.000977	0.006348	0.	0.	0.
1109.824	09:06:7.824	-9.745117	0.008789	-0.013672	0.007324	0.	0.003174	0.	0.	0.
1109.982	09:06:7.982	-9.754883	-0.080078	0.008789	0.005127	0.00415	0.003174	0.	0.	0.
1110.104	09:06:8.104	-9.692383	0.018555	-0.008789	0.001953	-0.001953	0.003174	0.	0.	0.
1110.301	09:06:8.301	-9.726562	0.038086	-0.003906	0.003174	0.	0.003174	0.	0.	0.
1110.422	09:06:8.422	-9.612305	0.	0.099609	0.008301	-0.001953	0.007324	0.	0.	0.
1110.582	09:06:8.582	-9.811523	-0.013672	-0.051758	0.003174	0.003174	0.00415	0.	0.	0.
1110.704	09:06:8.704	-9.75	-0.033203	0.008789	0.008301	0.000977	0.007324	0.	0.	0.
1110.862	09:06:8.862	-9.678711	-0.023438	-0.037109	0.005127	-0.00415	0.005127	0.	0.	0.
1110.902	09:06:8.902	-9.692383	0.056641	-0.003906	0.005127	-0.000977	0.00415	0.	0.	0.
1111.023	09:06:9.023	-9.77832	0.003906	-0.013672	0.003174	0.006348	0.003174	0.	0.	0.
1111.222	09:06:9.222	-9.702148	-0.023438	0.008789	0.00415	-0.00415	0.006348	0.	0.	0.
1111.303	09:06:9.303	-9.655273	0.013672	-0.041992	0.008301	-0.008301	-0.000977	0.	0.	0.
1111.424	09:06:9.424	-9.759766	0.008789	-0.056641	0.	0.003174	0.00415	0.	0.	0.
1111.622	09:06:9.622	-9.811523	0.013672	0.056641	0.006348	-0.001953	0.001953	0.	0.	0.
1111.741	09:06:9.741	-9.754883	0.080078	0.003906	0.006348	0.003174	0.00415	0.	0.	0.
1111.823	09:06:9.823	-9.707031	0.099609	-0.084961	0.001953	-0.00415	0.00415	0.	0.	0.
1111.904	09:06:9.904	-9.683594	0.	-0.056641	0.001953	-0.000977	0.006348	0.	0.	0.
1112.101	09:06:10.101	-9.711914	0.056641	-0.046875	0.003174	-0.008301	0.00415	0.	0.	0.
1112.222	09:06:10.222	-9.702148	0.008789	-0.041992	0.003174	-0.00415	0.000977	0.	0.	0.
1112.343	09:06:10.343	-9.702148	0.018555	-0.051758	0.007324	0.	0.00415	0.	0.	0.
1112.581	09:06:10.581	-9.72168	0.008789	-0.051758	0.003174	0.001953	0.00415	0.	0.	0.
1112.662	09:06:10.662	-9.735352	0.041992	-0.041992	0.00415	0.000977	0.005127	0.	0.	0.
1112.904	09:06:10.904	-9.849609	0.02832	0.013672	0.00415	-0.000977	0.000977	0.	0.	0.
1113.223	09:06:11.223	-9.697266	0.061523	-0.02832	0.00415	0.	0.007324	0.	0.	0.
1113.382	09:06:11.382	-9.697266	0.051758	0.013672	0.005127	-0.003174	0.005127	0.	0.	0.
1113.584	09:06:11.584	-9.75	0.061523	0.013672	0.	0.003174	0.005127	0.	0.	0.
1113.702	09:06:11.702	-9.788086	0.056641	-0.089844	0.003174	-0.008301	0.005127	0.	0.	0.
1113.822	09:06:11.822	-9.759766	0.071289	-0.066406	0.006348	-0.00415	0.00415	0.	0.	0.
1113.941	09:06:11.941	-9.75	0.114258	-0.02832	0.003174	0.000977	0.00415	0.	0.	0.
1114.061	09:06:12.061	-9.730469	0.023438	0.003906	0.003174	0.	0.001953	0.	0.	0.
1114.184	09:06:12.184	-9.930664	-0.084961	0.023438	0.007324	-0.007324	0.014893	0.	0.	0.
1114.305	09:06:12.305	-9.792969	0.	0.041992	0.000977	-0.012695	0.008301	0.	0.	0.
1114.662	09:06:12.662	-9.75	0.013672	0.037109	0.007324	-0.000977	0.001953	0.	0.	0.
1114.784	09:06:12.784	-9.773438	0.038086	0.066406	0.003174	0.001953	0.00415	0.	0.	0.
1114.942	09:06:12.942	-9.726562	-0.061523	-0.061523	0.010498	0.000977	0.005127	0.	0.	0.
1115.023	09:06:13.023	-9.716797	0.056641	-0.041992	0.005127	-0.001953	0.005127	0.	0.	0.
1115.064	09:06:13.064	-9.702148	0.033203	-0.056641	0.000977	-0.005127	0.006348	0.	0.	0.
1115.303	09:06:13.303	-9.726562	-0.038086	-0.056641	0.000977	-0.005127	0.006348	0.	0.	0.
1115.423	09:06:13.423	-9.688477	-0.003906	-0.066406	0.008301	0.00415	0.005127	0.	0.	0.
1115.661	09:06:13.661	-9.678711	-0.089844	0.041992	0.010498	-0.003174	0.00415	0.	0.	0.
1115.702	09:06:13.702	-9.683594	0.076172	0.123047	0.001953	0.	0.003174	0.	0.	0.
1115.901	09:06:13.901	-9.740234	-0.008789	0.	0.00415	0.000977	0.005127	0.	0.	0.
1116.101	09:06:14.101	-9.754883	-0.089844	-0.051758	0.006348	-0.003174	0.007324	0.	0.	0.
1116.262	09:06:14.262	-9.688477	0.099609	0.	0.00415	-0.000977	0.003174	0.	0.	0.
1116.382	09:06:14.382	-9.831055	-0.033203	-0.023438	0.00415	-0.001953	0.005127	0.	0.	0.
1116.622	09:06:14.622	-9.726562	0.051758	0.046875	0.006348	-0.00415	0.00415	0.	0.	0.
1116.742	09:06:14.742	-9.801758	0.023438	-0.037109	0.003174	0.000977	0.003174	0.	0.	0.
1116.782	09:06:14.782	-9.826172	0.033203	-0.075195	0.003174	-0.010498	0.001953	0.	0.	0.
1116.902	09:06:14.902	-9.873047	0.071289	-0.15625	0.005127	-0.025391	0.014893	0.	0.	0.
1117.023	09:06:15.023	-9.87793	0.046875	0.033203	0.00415	0.018066	0.007324	0.	0.	0.
1117.101	09:06:15.101	-9.754883	0.084961	0.066406	0.008301	0.	0.001953	0.	0.	0.
1117.261	09:06:15.261	-9.783203	0.099609	-0.008789	0.003174	-0.008301	0.005127	0.	0.	0.
1117.383	09:06:15.383	-9.763672	-0.003906	-0.013672	0.00415	-0.003174	0.005127	0.	0.	0.
1117.581	09:06:15.581	-9.792969	-0.018555	-0.003906	0.00415	0.003174	0.001953	0.	0.	0.
1117.702	09:06:15.702	-9.792969	-0.056641	-0.013672	0.005127	0.00415	0.00415	0.	0.	0.
1117.784	09:06:15.784	-9.797852	0.051758	-0.033203	0.005127	0.00415	0.003174	0.	0.	0.
1117.902	09:06:15.902	-9.759766	0.008789	0.037109	0.007324	-0.005127	0.00415	0.	0.	0.
1118.063	09:06:16.063	-9.821289	0.033203	-0.080078	0.000977	-0.000977	0.007324	0.	0.	0.
1118.263	09:06:16.263	-9.75	0.084961	-0.104492	0.003174	0.001953	0.00415	0.	0.	0.
1118.421	09:06:16.421	-9.792969	-0.013672	-0.023438	0.000977	-0.000977	0.006348	0.	0.	0.
1118.661	09:06:16.661	-9.816406	0.132812	-0.033203	0.003174	-0.003174	0.005127	0.	0.	0.
1118.704	09:06:16.704	-9.711914	0.008789	-0.046875	0.003174	-0.003174	0.00415	0.	0.	0.
1118.904	09:06:16.904	-9.707031	0.033203	0.041992	0.001953	-0.00415	0.001953	0.	0.	0.
1118.984	09:06:16.984	-9.763672	0.003906	-0.056641	0.005127	-0.005127	0.00415	0.	0.	0.
1119.101	09:06:17.101	-9.759766	-0.003906	-0.033203	0.006348	-0.000977	0.005127	0.	0.	0.
1119.261	09:06:17.261	-9.640625	0.003906	0.061523	0.00415	0.	0.003174	0.	0.	0.
1119.422	09:06:17.422	-9.72168	-0.12793	-0.056641	0.005127	-0.001953	0.003174	0.	0.	0.
1119.623	09:06:17.623	-9.759766	0.089844	-0.108398	0.000977	-0.000977	0.006348	0.	0.	0.
1119.663	09:06:17.663	-9.688477	-0.041992	0.023438	0.007324	-0.007324	0.005127	0.	0.	0.
1119.861	09:06:17.861	-9.783203	0.038086	0.003906	0.006348	-0.000977	0.00415	0.	0.	0.
1119.981	09:06:17.981	-9.792969	-0.018555	-0.108398	0.000977	0.000977	0.00415	0.	0.	0.
1120.101	09:06:18.101	-9.707031	0.003906	-0.013672	0.005127	-0.001953	0.001953	0.	0.	0.
1120.183	09:06:18.183	-9.788086	-0.02832	0.066406	0.005127	0.00415	0.008301	0.	0.	0.
1120.303	09:06:18.303	-9.759766	0.023438	0.051758	0.007324	-0.001953	0.005127	0.	0.	0.
1120.344	09:06:18.344	-9.797852	0.076172	0.041992	0.003174	0.00415	0.00415	0.	0.	0.
1120.582	09:06:18.582	-9.745117	-0.033203	0.008789	0.003174	0.005127	0.005127	0.	0.	0.
1120.623	09:06:18.623	-9.716797	0.003906	0.	0.003174	-0.000977	0.003174	0.	0.	0.
1120.784	09:06:18.784	-9.783203	-0.041992	0.046875	0.005127	0.003174	0.001953	0.	0.	0.
1120.903	09:06:18.903	-9.726562	-0.123047	-0.041992	0.007324	-0.001953	0.005127	0.	0.	0.
1121.062	09:06:19.062	-9.716797	0.089844	-0.113281	0.00415	-0.003174	0.00415	0.	0.	0.
1121.181	09:06:19.181	-9.416992	0.094727	-0.146484	0.001953	0.000977	0.006348	0.	0.	0.
1121.303	09:06:19.303	-10.125	0.033203	-0.118164	0.001953	0.000977	0.006348	0.	0.	0.
1121.501	09:06:19.501	-9.707031	-0.076172	0.066406	0.007324	-0.00415	0.000977	0.	0.	0.
1121.623	09:06:19.623	-9.916016	0.033203	0.099609	0.008301	0.005127	-0.000977	0.	0.	0.
1121.862	09:06:19.862	-9.692383	0.076172	-0.080078	0.001953	0.00415	0.006348	0.	0.	0.
1121.982	09:06:19.982	-9.688477	0.089844	-0.113281	0.005127	-0.000977	0.003174	0.	0.	0.
1122.144	09:06:20.144	-9.763672	0.041992	-0.066406	0.00415	0.	0.001953	0.	0.	0.
1122.264	09:06:20.264	-9.740234	-0.023438	-0.094727	0.00415	0.003174	0.003174	0.	0.	0.
1122.432	09:06:20.432	-9.816406	0.056641	0.041992	0.00415	-0.003174	0.003174	0.	0.	0.
1122.463	09:06:20.463	-9.768555	0.023438	-0.003906	0.009521	0.	0.003174	0.	0.	0.
1122.662	09:06:20.662	-9.797852	-0.051758	-0.023438	0.00415	-0.001953	0.00415	0.	0.	0.
1122.744	09:06:20.744	-9.716797	-0.003906	-0.023438	0.003174	-0.003174	0.003174	0.	0.	0.
1122.863	09:06:20.863	-9.621094	-0.056641	0.023438	0.00415	-0.00415	0.001953	0.	0.	0.
1122.982	09:06:20.982	-9.711914	0.018555	0.003906	0.003174	0.	0.00415	0.	0.	0.
1123.101	09:06:21.101	-9.75	-0.033203	-0.037109	0.	-0.003174	0.00415	0.	0.	0.
1123.143	09:06:21.143	-9.735352	0.061523	0.013672	0.000977	-0.003174	0.00415	0.	0.	0.
1123.302	09:06:21.302	-9.72168	0.046875	-0.003906	0.009521	-0.000977	0.006348	0.	0.	0.
1123.464	09:06:21.464	-9.754883	0.013672	-0.037109	0.	-0.003174	0.003174	0.	0.	0.
1123.583	09:06:21.583	-9.745117	0.056641	-0.02832	0.006348	-0.001953	0.00415	0.	0.	0.
1123.822	09:06:21.822	-9.792969	-0.041992	-0.008789	0.006348	-0.001953	0.00415	0.	0.	0.
1123.863	09:06:21.863	-9.683594	0.051758	-0.113281	0.006348	-0.00415	0.001953	0.	0.	0.
1124.102	09:06:22.102	-9.678711	0.02832	-0.033203	-0.000977	-0.006348	0.005127	0.	0.	0.
1124.184	09:06:22.184	-9.730469	-0.041992	-0.02832	0.00415	0.003174	0.001953	0.	0.	0.
1124.382	09:06:22.382	-9.839844	-0.02832	-0.075195	0.007324	-0.006348	0.007324	0.	0.	0.
1124.462	09:06:22.462	-9.668945	0.003906	0.003906	0.010498	0.001953	0.003174	0.	0.	0.
1124.703	09:06:22.703	-9.759766	0.041992	0.013672	0.00415	-0.005127	0.006348	0.	0.	0.
1124.981	09:06:22.981	-9.707031	-0.013672	0.	0.001953	0.001953	0.003174	0.	0.	0.
1125.022	09:06:23.022	-9.788086	0.041992	-0.003906	0.005127	0.000977	0.00415	0.	0.	0.
1125.142	09:06:23.142	-9.754883	0.071289	-0.02832	0.003174	-0.000977	0.003174	0.	0.	0.
1125.343	09:06:23.343	-9.816406	0.02832	-0.041992	0.00415	-0.003174	0.005127	0.	0.	0.
1125.541	09:06:23.541	-9.702148	-0.02832	-0.075195	0.005127	0.	0.003174	0.	0.	0.
1125.662	09:06:23.662	-9.740234	-0.056641	0.018555	0.006348	0.001953	0.00415	0.	0.	0.
1125.782	09:06:23.782	-9.735352	0.099609	0.080078	0.005127	0.	0.00415	0.	0.	0.
1125.902	09:06:23.902	-9.630859	-0.008789	-0.056641	0.003174	0.000977	0.005127	0.	0.	0.
1125.943	09:06:23.943	-8.775391	-0.033203	0.013672	0.00415	-0.006348	0.007324	0.	0.	0.
1126.063	09:06:24.063	-9.944336	-0.089844	-0.113281	0.005127	-0.003174	0.000977	0.	0.	0.
1126.263	09:06:24.263	-9.692383	0.003906	-0.013672	0.001953	-0.005127	0.005127	0.	0.	0.
1126.344	09:06:24.344	-9.716797	0.02832	-0.056641	0.000977	-0.001953	0.007324	0.	0.	0.
1126.541	09:06:24.541	-9.77832	-0.066406	0.046875	0.010498	0.000977	0.003174	0.	0.	0.
1126.741	09:06:24.741	-9.711914	-0.066406	-0.151367	0.003174	0.	0.006348	0.	0.	0.
1126.823	09:06:24.823	-9.549805	0.046875	0.033203	0.005127	-0.001953	0.00415	0.	0.	0.
1126.901	09:06:24.901	-9.763672	0.084961	0.275391	0.001953	0.009521	0.00415	0.	0.	0.
1127.024	09:06:25.024	-9.621094	0.094727	-0.041992	-0.003174	0.008301	0.007324	0.	0.	0.
1127.102	09:06:25.102	-9.754883	-0.051758	-0.166016	-0.003174	0.000977	0.00415	0.	0.	0.
1127.383	09:06:25.383	-9.707031	0.157227	-0.046875	0.007324	-0.003174	0.006348	0.	0.	0.
1127.542	09:06:25.542	-9.673828	0.008789	0.046875	0.001953	-0.011475	0.003174	0.	0.	0.
1127.661	09:06:25.661	-9.745117	-0.02832	0.041992	0.003174	-0.007324	0.005127	0.	0.	0.
1127.821	09:06:25.821	-9.783203	0.046875	0.108398	0.009521	0.	0.001953	0.	0.	0.
1127.943	09:06:25.943	-9.730469	0.013672	-0.013672	0.000977	-0.019043	0.008301	0.	0.	0.
1128.181	09:06:26.181	-9.783203	0.051758	0.051758	0.001953	0.00415	0.00415	0.	0.	0.
1128.302	09:06:26.302	-9.730469	0.056641	-0.084961	0.003174	0.003174	0.001953	0.	0.	0.
1128.461	09:06:26.461	-9.697266	-0.008789	-0.084961	-0.000977	-0.005127	0.001953	0.	0.	0.
1128.661	09:06:26.661	-9.707031	0.066406	0.170898	0.011475	0.00415	-0.005127	0.	0.	0.
1128.741	09:06:26.741	-9.806641	-0.033203	-0.046875	0.003174	-0.001953	0.003174	0.	0.	0.
1128.863	09:06:26.863	-9.72168	-0.018555	-0.071289	0.006348	0.001953	0.005127	0.	0.	0.
1128.981	09:06:26.981	-9.678711	0.008789	-0.056641	0.	-0.001953	0.003174	0.	0.	0.
1129.022	09:06:27.022	-9.707031	0.089844	-0.037109	0.005127	-0.000977	0.006348	0.	0.	0.
1129.141	09:06:27.141	-9.72168	0.046875	-0.003906	0.005127	0.	0.005127	0.	0.	0.
1129.343	09:06:27.343	-9.707031	0.033203	0.033203	0.001953	0.000977	0.007324	0.	0.	0.
1129.781	09:06:27.781	-9.844727	0.	-0.018555	0.007324	0.001953	0.003174	0.	0.	0.
1129.862	09:06:27.862	-9.621094	0.051758	-0.046875	0.005127	-0.000977	0.00415	0.	0.	0.
1129.941	09:06:27.941	-9.668945	0.038086	0.008789	0.007324	0.	0.005127	0.	0.	0.
1130.062	09:06:28.062	-9.730469	-0.033203	0.061523	0.006348	0.	0.00415	0.	0.	0.
1130.381	09:06:28.381	-9.788086	0.013672	-0.013672	0.000977	0.	0.005127	0.	0.	0.
1130.543	09:06:28.543	-9.768555	0.119141	-0.018555	0.005127	-0.000977	0.009521	0.	0.	0.
1130.663	09:06:28.663	-9.763672	0.038086	-0.02832	0.006348	-0.000977	0.001953	0.	0.	0.
1130.821	09:06:28.821	-9.711914	0.038086	-0.023438	0.006348	-0.000977	0.007324	0.	0.	0.
1130.981	09:06:28.981	-9.730469	-0.003906	0.003906	0.008301	0.	0.005127	0.	0.	0.
1131.024	09:06:29.024	-9.834961	0.02832	-0.003906	0.006348	0.	0.006348	0.	0.	0.
1131.141	09:06:29.141	-9.797852	0.033203	-0.018555	0.00415	-0.003174	0.005127	0.	0.	0.
1131.341	09:06:29.341	-9.740234	0.061523	0.013672	0.005127	0.000977	0.006348	0.	0.	0.
1131.462	09:06:29.462	-9.797852	0.041992	-0.018555	0.00415	-0.003174	0.003174	0.	0.	0.
1131.581	09:06:29.581	-9.702148	0.02832	-0.013672	0.000977	-0.000977	0.003174	0.	0.	0.
1131.623	09:06:29.623	-9.655273	0.089844	-0.013672	0.001953	-0.001953	0.001953	0.	0.	0.
1131.744	09:06:29.744	-9.821289	-0.033203	-0.080078	0.000977	-0.000977	0.000977	0.	0.	0.
1131.903	09:06:29.903	-9.707031	0.041992	-0.037109	0.001953	0.	0.005127	0.	0.	0.
1131.945	09:06:29.945	-9.745117	0.094727	0.	0.006348	0.	0.005127	0.	0.	0.
1132.144	09:06:30.144	-9.811523	0.080078	-0.023438	0.005127	-0.005127	0.001953	0.	0.	0.
1132.301	09:06:30.301	-9.726562	0.023438	0.051758	0.005127	0.	0.00415	0.	0.	0.
1132.424	09:06:30.424	-9.783203	0.076172	-0.033203	0.006348	-0.003174	0.007324	0.	0.	0.
1132.544	09:06:30.544	-9.735352	0.041992	-0.003906	0.000977	0.	0.00415	0.	0.	0.
1132.703	09:06:30.703	-9.707031	-0.02832	-0.046875	0.003174	-0.001953	0.006348	0.	0.	0.
1132.782	09:06:30.782	-9.763672	0.008789	0.	0.00415	0.000977	0.00415	0.	0.	0.
1132.823	09:06:30.823	-9.707031	0.	-0.051758	0.003174	-0.000977	0.003174	0.	0.	0.
1132.982	09:06:30.982	-9.806641	0.084961	-0.008789	0.	0.	0.003174	0.	0.	0.
1133.062	09:06:31.062	-9.75	0.003906	0.02832	0.00415	0.	0.005127	0.	0.	0.
1133.142	09:06:31.142	-9.745117	0.051758	0.008789	0.006348	-0.001953	0.005127	0.	0.	0.
1133.382	09:06:31.382	-9.759766	-0.018555	-0.033203	0.006348	-0.000977	0.00415	0.	0.	0.
1133.425	09:06:31.425	-9.77832	-0.02832	0.018555	0.003174	-0.001953	0.00415	0.	0.	0.
1133.583	09:06:31.583	-9.759766	0.046875	0.041992	-0.001953	-0.001953	0.00415	0.	0.	0.
1133.743	09:06:31.743	-9.697266	-0.018555	0.037109	0.000977	-0.003174	0.00415	0.	0.	0.
1133.902	09:06:31.902	-9.854492	-0.013672	-0.280273	-0.000977	-0.052979	0.011475	0.	0.	0.
1134.062	09:06:32.062	-9.75	-0.046875	-0.046875	0.007324	0.023193	0.001953	0.	0.	0.
1134.262	09:06:32.262	-9.664062	0.051758	0.037109	0.003174	0.023193	0.003174	0.	0.	0.
1134.345	09:06:32.345	-10.001953	-0.490234	-0.199219	-0.11792	0.063721	-0.132812	0.	0.	0.
1134.702	09:06:32.702	-9.469727	0.137695	-2.063477	0.468018	-0.276611	-0.614014	0.	0.	0.
1134.861	09:06:32.861	-9.844727	0.518555	-2.110352	0.371338	-0.427734	-0.277588	0.	0.	0.
1134.903	09:06:32.903	-8.737305	0.114258	-2.310547	0.20752	-0.157471	0.145752	0.	0.	0.
1135.021	09:06:33.021	-8.029297	-0.132812	-2.129883	0.743652	-0.137207	0.091309	0.	0.	0.
1135.103	09:06:33.103	-9.331055	0.30957	-1.987305	1.091797	-0.226562	0.3479	0.	0.	0.
1135.262	09:06:33.262	-10.876953	0.161133	-2.148438	0.577637	0.199951	0.966064	0.	0.	0.
1135.423	09:06:33.423	-9.393555	-0.619141	-1.962891	0.325439	0.127686	0.827881	0.	0.	0.
1135.582	09:06:33.582	-9.012695	-0.061523	-0.945312	0.923584	-0.914062	-0.02124	0.	0.	0.
1135.781	09:06:33.781	-9.146484	0.619141	-0.541992	0.788574	-0.803467	0.258545	0.	0.	0.
1135.822	09:06:33.822	-8.147461	0.30957	-1.25	0.759766	-0.077637	-0.027588	0.	0.	0.
1135.946	09:06:33.946	-7.744141	0.666992	-1.349609	1.199219	0.861816	-0.051025	0.	0.	0.
1136.101	09:06:34.101	-10.577148	0.452148	-1.649414	0.867188	0.42334	-0.116943	0.	0.	0.
1136.302	09:06:34.302	-11.494141	0.97168	-1.839844	0.855469	0.208496	-0.069092	0.	0.	0.
1136.381	09:06:34.381	-12.274414	0.705078	-2.039062	0.441406	-0.807617	0.333984	0.	0.	0.
1136.581	09:06:34.581	-8.875	-0.666992	-3.114258	0.67041	0.563965	0.129639	0.	0.	0.
1136.703	09:06:34.703	-9.18457	-0.056641	-3.147461	0.241455	0.458496	0.306396	0.	0.	0.
1136.821	09:06:34.821	-9.617188	-0.066406	-2.547852	-0.514893	0.037109	0.556396	0.	0.	0.
1136.982	09:06:34.982	-8.256836	-0.604492	-2.15332	-0.932129	-0.02002	-0.678955	0.	0.	0.
1137.143	09:06:35.143	-9.259766	-0.076172	-2.714844	-0.307373	0.803467	-0.230713	0.	0.	0.
1137.184	09:06:35.184	-9.34082	-0.175781	-3.242188	-0.668213	-0.338379	-0.064697	0.	0.	0.
1137.382	09:06:35.382	-8.851562	-0.533203	-2.428711	-0.391602	0.321289	-0.184082	0.	0.	0.
1137.584	09:06:35.584	-10.244141	-1.548828	-0.537109	0.261719	0.743652	0.076416	0.	0.	0.
1137.703	09:06:35.703	-9.003906	0.056641	-0.626953	-0.380859	0.155273	0.286133	0.	0.	0.
1137.822	09:06:35.822	-8.067383	0.423828	0.550781	0.490479	-0.037109	0.259521	0.	0.	0.
1137.949	09:06:35.949	-10.277344	-0.195312	-0.308594	0.739502	-0.358398	-0.526611	0.	0.	0.
1137.983	09:06:35.983	-10.748047	0.161133	-0.655273	0.480957	-0.087158	-0.032959	0.	0.	0.
1138.261	09:06:36.261	-10.771484	-2.578125	0.850586	0.358398	-0.119141	0.738525	0.	0.	0.
1138.302	09:06:36.302	-7.691406	-0.776367	1.349609	-0.055176	0.407471	0.185059	0.	0.	0.
1138.621	09:06:36.621	-9.773438	0.071289	1.654297	0.081787	-0.213867	-0.227539	0.	0.	0.
1138.742	09:06:36.742	-10.705078	1.052734	0.289062	-0.614014	0.250977	0.166016	0.	0.	0.
1138.783	09:06:36.783	-10.429688	0.480469	-0.132812	-0.034912	0.160645	-0.469238	0.	0.	0.
1138.903	09:06:36.903	-10.819336	-0.285156	1.891602	-0.425537	0.404297	-0.016846	0.	0.	0.
1139.022	09:06:37.022	-10.486328	-0.261719	0.560547	0.052979	-0.155273	-0.38501	0.	0.	0.
1139.101	09:06:37.101	-7.729492	1.543945	2.53418	0.045654	-0.110596	-0.425537	0.	0.	0.
1139.302	09:06:37.302	-8.632812	0.104492	0.764648	0.683105	0.145752	0.590576	0.	0.	0.
1139.663	09:06:37.663	-10.330078	-0.452148	1.288086	0.587402	-0.205322	-0.263916	0.	0.	0.
1139.784	09:06:37.784	-10.40625	-0.766602	0.280273	0.577637	-0.256348	-0.227539	0.	0.	0.
1140.061	09:06:38.061	-9.806641	0.276367	0.217773	0.20752	-0.036133	0.036133	0.	0.	0.
1140.181	09:06:38.181	-9.098633	0.123047	0.255859	0.041504	0.115967	0.324463	0.	0.	0.
1140.583	09:06:38.583	-10.163086	-0.290039	1.777344	0.296875	-0.095703	0.095703	0.	0.	0.
1140.702	09:06:38.702	-9.516602	-1.881836	0.151367	0.285156	0.290527	0.024414	0.	0.	0.
1140.782	09:06:38.782	-9.678711	-2.073242	-0.603516	0.227539	0.139404	-0.011475	0.	0.	0.
1140.903	09:06:38.903	-11.195312	-2.907227	0.327148	1.015137	0.023193	0.115967	0.	0.	0.
1141.023	09:06:39.023	-8.423828	-1.391602	0.907227	0.831055	-0.189209	0.072266	0.	0.	0.
1141.143	09:06:39.143	-9.436523	-1.300781	-0.146484	1.829346	0.028564	0.145752	0.	0.	0.
1141.263	09:06:39.263	-10.078125	-2.811523	0.208984	1.98877	0.164795	-0.014893	0.	0.	0.
1141.384	09:06:39.384	-10.09668	-3.069336	-0.175781	2.061279	0.124512	-0.014893	0.	0.	0.
1141.622	09:06:39.622	-9.569336	-2.053711	-0.474609	0.979004	-0.192383	-0.203125	0.	0.	0.
1141.741	09:06:39.741	-9.331055	-1.810547	-1.27832	1.24707	0.392578	0.051025	0.	0.	0.
1141.861	09:06:39.861	-8.946289	-1.214844	-0.370117	1.125732	0.057373	0.064697	0.	0.	0.
1141.902	09:06:39.902	-8.908203	-0.933594	0.760742	0.82666	-0.05957	0.063721	0.	0.	0.
1142.103	09:06:40.103	-9.854492	-1.077148	-0.741211	0.30542	0.051025	-0.019043	0.	0.	0.
1142.261	09:06:40.261	-9.421875	-1.376953	-0.588867	-0.408447	0.099854	-0.170166	0.	0.	0.
1142.383	09:06:40.383	-9.664062	-0.385742	-0.213867	-0.411621	0.280762	0.047852	0.	0.	0.
1142.542	09:06:40.542	-9.77832	-1.176758	0.146484	0.001953	-0.164795	0.02124	0.	0.	0.
1142.701	09:06:40.701	-9.188477	-0.666992	-0.146484	0.039307	0.275391	0.02124	0.	0.	0.
1142.941	09:06:40.941	-9.365234	-1.424805	0.878906	-0.236084	0.072266	-0.140381	0.	0.	0.
1142.982	09:06:40.982	-10.97168	-1.620117	-0.774414	-0.129639	-0.693848	-0.11792	0.	0.	0.
1143.102	09:06:41.102	-9.09375	-0.390625	-0.123047	0.023193	0.000977	-0.09668	0.	0.	0.
