Time	UTC	FINKEN_SENSOR_MODEL:acceleration_z	FINKEN_SENSOR_MODEL:acceleration_y	FINKEN_SENSOR_MODEL:acceleration_x	FINKEN_SENSOR_MODEL:velocity_yaw	FINKEN_SENSOR_MODEL:velocity_roll	FINKEN_SENSOR_MODEL:velocity_pitch	FINKEN_SENSOR_MODEL:velocity_z	FINKEN_SENSOR_MODEL:velocity_y	FINKEN_SENSOR_MODEL:velocity_x
416.353	08:54:34.353	-9.602539	-0.585938	0.68457	0.143555	0.105225	0.00415	0.	0.	0.
416.983	08:54:34.983	-9.854492	-0.342773	1.016602	-0.026367	-0.012695	0.030762	0.	0.	0.
417.124	08:54:35.124	-9.50293	-0.271484	0.170898	-0.081787	-0.093506	-0.018066	0.	0.	0.
417.264	08:54:35.264	-9.887695	-0.78125	0.84082	-0.120117	0.052979	-0.110596	0.	0.	0.
417.545	08:54:35.545	-9.935547	-0.271484	1.00293	0.003174	0.023193	0.039307	0.	0.	0.
418.032	08:54:36.032	-9.831055	-0.123047	0.308594	-0.166016	-0.304199	-0.095703	0.	0.	0.
419.574	08:54:37.574	-9.944336	0.857422	-0.293945	0.105225	-0.061523	-0.091309	0.	0.	0.
419.923	08:54:37.923	-9.792969	0.109375	-0.298828	0.046631	0.069092	0.014893	0.	0.	0.
420.554	08:54:38.554	-9.683594	0.114258	0.40332	-0.052002	0.083984	0.119141	0.	0.	0.
420.903	08:54:38.903	-9.783203	-0.170898	0.436523	-0.033936	-0.150879	0.047852	0.	0.	0.
420.974	08:54:38.974	-9.730469	0.423828	0.12793	0.07959	-0.001953	-0.008301	0.	0.	0.
421.113	08:54:39.113	-9.621094	0.480469	0.056641	-0.063721	-0.137207	-0.001953	0.	0.	0.
421.184	08:54:39.184	-9.740234	0.166016	0.123047	-0.000977	-0.029785	0.001953	0.	0.	0.
421.324	08:54:39.324	-9.920898	0.276367	-0.293945	0.038086	-0.062744	0.031738	0.	0.	0.
421.533	08:54:39.533	-9.75	0.347656	0.123047	0.108398	0.071289	0.052002	0.	0.	0.
421.674	08:54:39.674	-9.844727	-0.038086	0.008789	0.123291	0.052979	-0.018066	0.	0.	0.
421.884	08:54:39.884	-9.99707	0.30957	-0.18457	-0.038086	-0.003174	-0.009521	0.	0.	0.
422.022	08:54:40.022	-9.882812	0.69043	-0.037109	-0.222412	-0.0979	-0.012695	0.	0.	0.
422.094	08:54:40.094	-9.664062	0.504883	0.104492	-0.209473	-0.019043	0.005127	0.	0.	0.
422.233	08:54:40.233	-9.459961	0.504883	0.213867	0.095703	0.051025	-0.019043	0.	0.	0.
422.584	08:54:40.584	-9.621094	1.038086	0.12793	-0.044678	0.073242	-0.067871	0.	0.	0.
422.795	08:54:40.795	-9.920898	0.676758	0.422852	-0.04248	0.070068	0.032959	0.	0.	0.
423.284	08:54:41.284	-9.574219	0.976562	-0.061523	0.05835	0.106201	-0.094482	0.	0.	0.
423.354	08:54:41.354	-9.612305	0.561523	0.071289	-0.105225	0.019043	-0.13501	0.	0.	0.
423.703	08:54:41.703	-9.982422	0.676758	0.441406	0.076416	-0.105225	0.073242	0.	0.	0.
424.684	08:54:42.684	-9.907227	0.476562	0.365234	0.086182	-0.041504	0.044678	0.	0.	0.
424.894	08:54:42.894	-9.602539	0.705078	0.02832	-0.037109	-0.089355	0.003174	0.	0.	0.
425.174	08:54:43.174	-9.707031	0.804688	0.336914	-0.204102	-0.048828	0.001953	0.	0.	0.
425.384	08:54:43.384	-9.730469	0.728516	0.731445	0.195801	0.126465	-0.024414	0.	0.	0.
425.523	08:54:43.523	-10.001953	1.077148	0.703125	0.086182	-0.022217	0.052002	0.	0.	0.
426.433	08:54:44.433	-9.768555	0.943359	0.688477	0.048828	-0.003174	0.11377	0.	0.	0.
427.413	08:54:45.413	-9.65918	0.723633	-0.061523	0.083984	0.046631	0.02002	0.	0.	0.
427.624	08:54:45.624	-9.834961	0.847656	0.641602	-0.102051	0.048828	-0.005127	0.	0.	0.
427.974	08:54:45.974	-9.579102	0.743164	0.285156	0.028564	-0.131836	-0.048828	0.	0.	0.
428.463	08:54:46.463	-9.925781	0.628906	0.456055	0.045654	0.041504	0.131836	0.	0.	0.
428.953	08:54:46.953	-9.826172	0.40918	-0.764648	0.065918	0.131836	0.083008	0.	0.	0.
429.514	08:54:47.514	-9.768555	-1.181641	1.725586	2.204834	-0.693848	0.627686	0.	0.	0.
430.074	08:54:48.074	-10.80957	-0.714844	-0.208984	1.87085	0.129639	-1.388672	0.	0.	0.
430.284	08:54:48.284	-9.483398	-0.018555	1.150391	1.382324	1.025879	-0.206299	0.	0.	0.
430.424	08:54:48.424	-9.53125	0.285156	-0.370117	-0.340332	-1.126953	-0.110596	0.	0.	0.
430.985	08:54:48.985	-10.577148	0.21875	0.427734	0.348877	-0.607422	0.122314	0.	0.	0.
431.265	08:54:49.265	-9.788086	0.123047	0.061523	0.057373	-0.900146	-0.640625	0.	0.	0.
431.683	08:54:49.683	-9.839844	-0.599609	0.860352	0.167969	-0.003174	0.089355	0.	0.	0.
432.662	08:54:50.662	-9.869141	0.084961	-0.746094	-0.007324	-0.05957	0.170166	0.	0.	0.
433.644	08:54:51.644	-9.958984	0.337891	0.845703	-0.003174	0.103027	-0.057373	0.	0.	0.
434.133	08:54:52.133	-9.94043	0.170898	0.62207	-0.124512	-0.010498	0.21582	0.	0.	0.
434.273	08:54:52.273	-9.607422	-0.084961	0.708008	-0.27124	-0.048828	0.003174	0.	0.	0.
434.413	08:54:52.413	-9.55957	-0.166016	0.02832	-0.115967	-0.040283	-0.160645	0.	0.	0.
434.904	08:54:52.904	-10.001953	-0.285156	2.125	0.110596	0.270264	0.037109	0.	0.	0.
435.043	08:54:53.043	-9.635742	-0.981445	1.302734	0.05957	-0.023193	0.098877	0.	0.	0.
435.323	08:54:53.323	-9.792969	-0.161133	1.430664	0.106201	0.027588	0.102051	0.	0.	0.
435.462	08:54:53.462	-9.831055	-0.147461	1.458984	-0.139404	-0.236084	-0.125488	0.	0.	0.
435.604	08:54:53.604	-9.536133	-0.361328	1.335938	0.191406	0.057373	-0.122314	0.	0.	0.
435.744	08:54:53.744	-9.602539	-1.15332	0.123047	-0.045654	-0.061523	0.145752	0.	0.	0.
436.022	08:54:54.022	-9.650391	0.170898	0.978516	0.032959	0.061523	0.087158	0.	0.	0.
436.163	08:54:54.163	-9.730469	-0.271484	0.731445	-0.396729	0.018066	0.040283	0.	0.	0.
436.933	08:54:54.933	-9.630859	-0.352539	1.563477	-0.212646	-0.025391	0.120117	0.	0.	0.
437.144	08:54:55.144	-10.172852	-0.447266	1.155273	-0.104248	-0.066895	-0.091309	0.	0.	0.
437.354	08:54:55.354	-9.831055	-0.023438	0.479492	-0.09668	-0.159424	-0.075439	0.	0.	0.
437.562	08:54:55.562	-9.621094	-1.15332	0.78418	-0.55957	-0.3479	-0.123291	0.	0.	0.
437.633	08:54:55.633	-9.545898	-0.166016	0.955078	-0.187256	0.063721	-0.028564	0.	0.	0.
438.052	08:54:56.052	-9.740234	-1.042969	0.674805	0.084961	0.088135	0.149902	0.	0.	0.
438.402	08:54:56.402	-9.612305	-1.353516	1.016602	0.00415	-0.132812	-0.02002	0.	0.	0.
439.104	08:54:57.104	-9.821289	0.423828	0.669922	-3.129639	-1.314209	0.143555	0.	0.	0.
439.243	08:54:57.243	-8.661133	-0.195312	-2.172852	-0.172363	0.192383	-0.446777	0.	0.	0.
439.314	08:54:57.314	-9.844727	-0.223633	-1.90625	-0.999268	-0.487305	0.296875	0.	0.	0.
439.594	08:54:57.594	-8.390625	-1.515625	0.023438	0.19043	-0.070068	0.11377	0.	0.	0.
439.733	08:54:57.733	-9.949219	1.014648	-0.051758	0.718262	0.713867	-0.365967	0.	0.	0.
440.014	08:54:58.014	-10.111328	0.59082	1.03125	-0.413818	-0.109375	0.098877	0.	0.	0.
440.223	08:54:58.223	-9.345703	-0.824219	0.631836	-0.148926	0.128662	0.210693	0.	0.	0.
440.363	08:54:58.363	-9.75	-0.290039	0.479492	-0.032959	0.074463	0.166992	0.	0.	0.
440.922	08:54:58.922	-9.897461	-0.538086	0.712891	0.066895	0.032959	-0.039307	0.	0.	0.
440.994	08:54:58.994	-9.55957	-0.132812	0.779297	0.012695	-0.121094	-0.107422	0.	0.	0.
441.134	08:54:59.134	-9.949219	0.561523	-0.051758	0.130859	0.184082	0.139404	0.	0.	0.
441.413	08:54:59.413	-9.545898	-0.490234	0.731445	0.352051	0.270264	-0.049805	0.	0.	0.
441.624	08:54:59.624	-9.897461	-0.833984	0.746094	0.11792	0.131836	-0.268066	0.	0.	0.
441.903	08:54:59.903	-9.759766	-0.748047	0.736328	0.024414	-0.024414	0.158447	0.	0.	0.
442.042	08:55:0.042	-9.498047	-0.923828	0.351562	-0.138184	-0.047852	-0.108398	0.	0.	0.
443.933	08:55:1.933	-11.21875	-1.03418	0.651367	-1.102295	-0.619141	-0.420166	0.	0.	0.
444.214	08:55:2.214	-10.981445	0.52832	2.529297	-0.226562	-0.8396	-0.213867	0.	0.	0.
444.913	08:55:2.913	-10.453125	1.324219	-1.463867	1.496094	0.149902	0.520264	0.	0.	0.
444.984	08:55:2.984	-9.645508	0.033203	-1.71582	0.28833	-0.009521	0.599121	0.	0.	0.
445.754	08:55:3.754	-10.310547	0.576172	-1.273438	1.727051	0.550049	0.406494	0.	0.	0.
445.963	08:55:3.963	-10.040039	-0.038086	-0.860352	-1.59082	-0.233887	0.36499	0.	0.	0.
446.174	08:55:4.174	-9.174805	0.223633	-1.435547	-0.279785	0.571289	-0.111572	0.	0.	0.
446.452	08:55:4.452	-9.398438	-0.089844	-1.145508	-0.134033	0.422363	-0.003174	0.	0.	0.
446.594	08:55:4.594	-9.297852	0.276367	-0.137695	-0.054199	-0.00415	-0.010498	0.	0.	0.
447.013	08:55:5.013	-9.554688	-0.013672	-0.041992	0.	-0.019043	0.012695	0.	0.	0.
447.713	08:55:5.713	-9.839844	-0.008789	0.080078	-0.005127	-0.034912	0.001953	0.	0.	0.
447.785	08:55:5.785	-9.801758	-0.204102	-0.12793	-0.026367	0.016846	0.003174	0.	0.	0.
447.992	08:55:5.992	-9.768555	0.061523	-0.023438	-0.013672	0.022217	0.000977	0.	0.	0.
448.693	08:55:6.693	-9.864258	0.013672	0.046875	0.014893	-0.003174	0.008301	0.	0.	0.
448.764	08:55:6.764	-9.726562	0.041992	-0.146484	0.003174	-0.00415	0.003174	0.	0.	0.
449.253	08:55:7.253	-9.849609	0.076172	-0.02832	0.005127	-0.008301	0.005127	0.	0.	0.
449.463	08:55:7.463	-9.730469	0.038086	-0.137695	-0.005127	0.011475	0.006348	0.	0.	0.
449.813	08:55:7.813	-9.806641	0.02832	0.051758	0.005127	-0.003174	0.001953	0.	0.	0.
449.954	08:55:7.954	-9.759766	-0.038086	-0.003906	0.005127	0.001953	0.006348	0.	0.	0.
450.585	08:55:8.585	-9.831055	0.089844	0.003906	0.008301	0.001953	0.006348	0.	0.	0.
450.865	08:55:8.865	-9.77832	-0.041992	0.008789	0.008301	0.000977	0.005127	0.	0.	0.
451.004	08:55:9.004	-9.745117	0.018555	-0.003906	0.00415	-0.005127	0.011475	0.	0.	0.
451.075	08:55:9.075	-9.797852	0.056641	-0.013672	0.	0.000977	0.005127	0.	0.	0.
451.285	08:55:9.285	-9.887695	0.071289	0.023438	0.008301	0.000977	0.006348	0.	0.	0.
451.633	08:55:9.633	-9.735352	0.	-0.075195	0.008301	-0.001953	0.003174	0.	0.	0.
451.774	08:55:9.774	-9.831055	-0.003906	0.018555	0.003174	0.000977	0.008301	0.	0.	0.
452.403	08:55:10.403	-9.75	-0.003906	0.	0.019043	0.003174	0.008301	0.	0.	0.
453.524	08:55:11.524	-9.806641	-0.003906	-0.018555	0.005127	-0.001953	0.006348	0.	0.	0.
453.663	08:55:11.663	-9.683594	0.008789	0.037109	0.010498	-0.001953	0.009521	0.	0.	0.
453.804	08:55:11.804	-9.745117	0.	-0.008789	0.007324	0.	0.00415	0.	0.	0.
454.084	08:55:12.084	-9.673828	0.003906	-0.018555	0.000977	-0.000977	0.007324	0.	0.	0.
454.503	08:55:12.503	-9.87793	-0.256836	0.041992	0.026367	0.001953	-0.008301	0.	0.	0.
455.133	08:55:13.133	-9.839844	0.223633	-0.071289	0.006348	0.00415	0.005127	0.	0.	0.
455.273	08:55:13.273	-9.773438	0.170898	0.013672	-0.007324	-0.001953	0.009521	0.	0.	0.
455.764	08:55:13.764	-9.688477	0.319336	0.037109	-0.02002	-0.019043	0.005127	0.	0.	0.
455.902	08:55:13.902	-9.697266	0.404297	-0.232422	0.015869	0.02002	0.005127	0.	0.	0.
455.972	08:55:13.972	-9.859375	-0.166016	-0.018555	-0.006348	-0.015869	0.008301	0.	0.	0.
456.183	08:55:14.183	-9.831055	-0.018555	-0.02832	0.010498	-0.007324	0.012695	0.	0.	0.
456.672	08:55:14.672	-9.75	-0.109375	0.208984	-0.000977	-0.005127	0.007324	0.	0.	0.
456.743	08:55:14.743	-9.607422	0.199219	0.18457	0.02002	0.012695	-0.008301	0.	0.	0.
457.094	08:55:15.094	-9.65918	0.041992	-0.104492	0.02124	-0.027588	0.02124	0.	0.	0.
457.233	08:55:15.233	-9.87793	0.261719	-0.013672	-0.006348	-0.028564	0.014893	0.	0.	0.
457.444	08:55:15.444	-9.839844	-0.076172	-0.123047	-0.015869	0.029785	-0.000977	0.	0.	0.
457.653	08:55:15.653	-9.839844	0.038086	0.033203	0.00415	0.001953	0.005127	0.	0.	0.
458.074	08:55:16.074	-9.716797	0.147461	0.046875	-0.001953	0.007324	-0.005127	0.	0.	0.
458.634	08:55:16.634	-9.716797	-0.099609	-0.227539	0.00415	-0.011475	0.003174	0.	0.	0.
459.474	08:55:17.474	-9.754883	0.066406	-0.003906	0.005127	-0.005127	0.005127	0.	0.	0.
460.313	08:55:18.313	-9.859375	-0.038086	-0.018555	0.015869	0.	0.009521	0.	0.	0.
460.454	08:55:18.454	-9.792969	-0.147461	-0.137695	0.	-0.001953	0.008301	0.	0.	0.
460.663	08:55:18.663	-9.77832	0.076172	0.033203	0.003174	0.	0.005127	0.	0.	0.
460.944	08:55:18.944	-9.773438	0.013672	-0.118164	-0.014893	-0.003174	0.007324	0.	0.	0.
461.294	08:55:19.294	-9.77832	0.023438	-0.023438	0.001953	0.000977	0.000977	0.	0.	0.
461.643	08:55:19.643	-9.759766	-0.018555	0.008789	0.009521	0.	0.008301	0.	0.	0.
461.715	08:55:19.715	-9.726562	0.038086	-0.080078	0.000977	0.	0.009521	0.	0.	0.
461.924	08:55:19.924	-9.882812	0.109375	0.013672	-0.005127	0.000977	0.006348	0.	0.	0.
462.063	08:55:20.063	-9.930664	0.033203	-0.018555	0.000977	0.000977	0.005127	0.	0.	0.
462.413	08:55:20.413	-9.801758	-0.038086	-0.008789	0.006348	0.00415	0.005127	0.	0.	0.
462.622	08:55:20.622	-9.77832	0.114258	-0.023438	0.023193	-0.00415	0.00415	0.	0.	0.
463.253	08:55:21.253	-8.832031	-0.123047	0.446289	-0.011475	0.014893	-0.067871	0.	0.	0.
463.603	08:55:21.603	-9.792969	-0.5	-0.061523	0.001953	-0.044678	-0.055176	0.	0.	0.
463.743	08:55:21.743	-9.726562	0.142578	0.	0.010498	0.008301	0.003174	0.	0.	0.
463.953	08:55:21.953	-8.851562	0.352539	0.02832	-0.001953	-0.033936	-0.040283	0.	0.	0.
464.442	08:55:22.442	-10.053711	0.276367	0.575195	0.103027	-0.022217	0.063721	0.	0.	0.
464.864	08:55:22.864	-9.027344	0.271484	0.104492	-0.052002	-0.014893	-0.001953	0.	0.	0.
465.003	08:55:23.003	-10.591797	-0.123047	-3.265625	-0.008301	-0.044678	0.015869	0.	0.	0.
465.142	08:55:23.142	-9.579102	-1.820312	-1.839844	-0.027588	-0.052002	0.034912	0.	0.	0.
465.633	08:55:23.633	-9.806641	0.438477	0.379883	-0.04248	0.029785	-0.005127	0.	0.	0.
466.472	08:55:24.472	-8.879883	-1.557617	-0.008789	0.029785	-0.010498	0.014893	0.	0.	0.
466.613	08:55:24.613	-10.291992	-0.571289	-0.646484	0.007324	-0.037109	-0.003174	0.	0.	0.
467.592	08:55:25.592	-10.762695	0.476562	-2.748047	0.027588	-0.057373	-0.022217	0.	0.	0.
468.013	08:55:26.013	-9.597656	-0.333008	-1.735352	0.02002	-0.026367	0.013672	0.	0.	0.
468.084	08:55:26.084	-10.762695	1.496094	1.354492	0.008301	0.012695	-0.000977	0.	0.	0.
468.294	08:55:26.294	-8.979492	0.304688	-0.489258	0.024414	0.000977	0.012695	0.	0.	0.
468.571	08:55:26.571	-10.192383	-0.328125	0.132812	0.038086	0.02124	0.007324	0.	0.	0.
468.994	08:55:26.994	-10.819336	-0.485352	-0.507812	0.022217	-0.034912	0.022217	0.	0.	0.
469.272	08:55:27.272	-9.783203	-0.799805	-1.654297	-0.02002	-0.066895	0.001953	0.	0.	0.
469.622	08:55:27.622	-11.447266	0.	-0.275391	0.036133	-0.02124	-0.005127	0.	0.	0.
470.184	08:55:28.184	-8.742188	-1.749023	0.588867	-0.070068	-0.001953	0.015869	0.	0.	0.
470.463	08:55:28.463	-10.320312	0.599609	-0.898438	-0.022217	-0.041504	-0.011475	0.	0.	0.
471.094	08:55:29.094	-9.99707	0.342773	0.470703	0.015869	-0.003174	-0.02124	0.	0.	0.
471.512	08:55:29.512	-9.203125	0.290039	1.811523	-0.014893	0.025391	0.013672	0.	0.	0.
472.354	08:55:30.354	-9.683594	2.788086	-1.193359	0.025391	-0.010498	0.025391	0.	0.	0.
472.703	08:55:30.703	-10.757812	0.490234	-0.860352	-0.030762	0.003174	-0.007324	0.	0.	0.
472.918	08:55:30.918	-10.339844	2.053711	2.31543	-0.064697	0.038086	-0.006348	0.	0.	0.
473.332	08:55:31.332	-9.897461	-1.510742	0.189453	-0.005127	0.030762	0.038086	0.	0.	0.
473.894	08:55:31.894	-10.296875	-1.658203	-6.137695	0.095703	-0.02124	0.060547	0.	0.	0.
474.174	08:55:32.174	-11.460938	0.938477	-1.634766	0.052002	0.043457	-0.019043	0.	0.	0.
474.314	08:55:32.314	-10.106445	0.038086	-8.957031	0.341553	-0.146729	0.005127	0.	0.	0.
474.454	08:55:32.454	-12.254883	0.023438	-0.527344	-0.019043	-0.098877	-0.074463	0.	0.	0.
474.661	08:55:32.661	-8.865234	0.566406	3.674805	-0.198975	0.164795	0.014893	0.	0.	0.
475.083	08:55:33.083	-7.577148	0.123047	0.893555	-0.072266	0.103027	-0.05835	0.	0.	0.
475.363	08:55:33.363	-10.068359	-2.806641	7.707031	-0.105225	0.088135	0.039307	0.	0.	0.
475.503	08:55:33.503	-10.610352	-0.071289	-6.294922	0.283936	-0.17749	0.029785	0.	0.	0.
475.784	08:55:33.784	-12.944336	1.830078	-0.099609	0.089355	-0.071289	-0.108398	0.	0.	0.
475.926	08:55:33.926	-13.75293	-1.643555	-0.850586	-0.160645	0.034912	0.067871	0.	0.	0.
475.993	08:55:33.993	-11.865234	3.388672	-4.188477	0.204102	-0.115967	-0.083008	0.	0.	0.
476.762	08:55:34.762	-14.399414	3.650391	-0.118164	-0.344727	0.003174	-0.134033	0.	0.	0.
476.972	08:55:34.972	-16.59082	0.657227	0.336914	-0.083984	-0.051025	-0.143555	0.	0.	0.
477.393	08:55:35.393	-11.556641	3.769531	-5.952148	0.070068	-0.280762	-0.145752	0.	0.	0.
477.463	08:55:35.463	-12.511719	1.267578	1.107422	-0.070068	0.003174	-0.158447	0.	0.	0.
477.674	08:55:35.674	-4.253906	-0.504883	-20.530273	0.122314	-0.122314	-0.019043	0.	0.	0.
478.445	08:55:36.445	2.052734	-3.34082	-1.087891	0.184082	0.275391	0.195801	0.	0.	0.
479.074	08:55:37.074	2.077148	1.105469	13.96875	0.119141	0.150879	0.064697	0.	0.	0.
479.353	08:55:37.353	-11.375977	7.139648	-2.557617	0.011475	-0.033936	-0.066895	0.	0.	0.
479.564	08:55:37.564	-19.96582	0.938477	1.573242	-0.196777	-0.091309	0.001953	0.	0.	0.
479.703	08:55:37.703	-17.041992	-0.02832	-13.521484	-0.123291	-0.094482	-0.240479	0.	0.	0.
479.913	08:55:37.913	-16.928711	24.875	-4.240234	0.026367	-0.231934	-0.5	0.	0.	0.
480.051	08:55:38.051	-5.652344	11.28125	3.618164	0.169189	0.060547	-0.090332	0.	0.	0.
480.124	08:55:38.124	-7.006836	-16.28125	6.631836	-0.048828	0.000977	0.057373	0.	0.	0.
480.893	08:55:38.893	-11.304688	24.893555	-27.015625	-0.022217	0.104248	-0.571289	0.	0.	0.
480.964	08:55:38.964	-9.759766	-6.491211	11.953125	0.147705	0.150879	0.346924	0.	0.	0.
481.102	08:55:39.102	-8.495117	-30.379883	10.360352	-0.315918	-0.108398	0.252197	0.	0.	0.
481.243	08:55:39.243	-20.237305	13.802734	3.807617	0.080811	0.166992	0.358398	0.	0.	0.
481.315	08:55:39.315	-3.393555	-17.558594	-11.572266	-0.21167	-0.043457	-0.051025	0.	0.	0.
481.452	08:55:39.452	5.922852	10.90918	-7.459961	-0.007324	0.047852	0.044678	0.	0.	0.
482.572	08:55:40.572	-11.699219	-6.734375	11.767578	0.205322	-0.249023	0.20752	0.	0.	0.
482.993	08:55:40.993	-3.365234	-1.386719	-2.357422	0.214844	-0.460693	0.029785	0.	0.	0.
483.274	08:55:41.274	-1.183594	-6.438477	2.466797	0.15625	-0.214844	0.105225	0.	0.	0.
483.762	08:55:41.762	-9.212891	-1.648438	-8.615234	0.202148	-0.153076	0.014893	0.	0.	0.
484.042	08:55:42.042	-11.285156	-4.393555	4.962891	-0.370117	0.209473	-0.083008	0.	0.	0.
485.302	08:55:43.302	-15.573242	9.00293	14.706055	0.279785	0.013672	0.02002	0.	0.	0.
485.512	08:55:43.512	-20.541016	26.266602	0.674805	-0.128662	-0.315918	-0.302002	0.	0.	0.
485.863	08:55:43.863	10.477539	-23.578125	-25.988281	0.197754	-0.057373	0.551025	0.	0.	0.
486.423	08:55:44.423	7.857422	-26.490234	-4.069336	-0.040283	-0.138184	0.625732	0.	0.	0.
486.702	08:55:44.702	-19.74707	15.457031	6.959961	0.308594	-0.180908	-0.143555	0.	0.	0.
486.913	08:55:44.913	-9.783203	-12.015625	-11.701172	0.024414	0.320312	0.276611	0.	0.	0.
486.984	08:55:44.984	-12.393555	-5.794922	-15.071289	-0.166992	0.155273	0.081787	0.	0.	0.
487.193	08:55:45.193	-27.030273	31.814453	19.993164	-0.092529	0.159424	-0.443604	0.	0.	0.
487.404	08:55:45.404	-23.892578	24.117188	12.447266	0.407471	-0.239258	-0.084961	0.	0.	0.
487.613	08:55:45.613	6.113281	-20.399414	-25.545898	0.225586	-0.115967	0.435059	0.	0.	0.
488.104	08:55:46.104	7.429688	-17.973633	-9.789062	-0.070068	-0.091309	0.47876	0.	0.	0.
488.313	08:55:46.313	-13.633789	-2.635742	0.285156	0.224365	0.404297	-0.172363	0.	0.	0.
488.453	08:55:46.453	-6.72168	-11.228516	-18.367188	-0.314941	0.186035	0.196777	0.	0.	0.
489.363	08:55:47.363	-20.826172	18.301758	15.917969	0.032959	0.007324	-0.502197	0.	0.	0.
489.712	08:55:47.712	7.462891	-18.020508	-19.673828	-0.092529	-0.030762	0.451172	0.	0.	0.
490.552	08:55:48.552	-11.546875	-13.536133	4.49707	-0.198975	0.294678	0.179688	0.	0.	0.
490.625	08:55:48.625	-3.84082	1.0625	-12.128906	0.124512	-0.052979	-0.008301	0.	0.	0.
491.042	08:55:49.042	10.239258	-34.802734	-18.813477	-0.027588	-0.033936	0.866211	0.	0.	0.
491.322	08:55:49.322	-17.689453	1.415039	2.714844	-0.473389	0.093506	-0.200928	0.	0.	0.
491.393	08:55:49.393	-10.658203	-4.46582	-6.456055	-0.458496	0.346924	0.193604	0.	0.	0.
491.533	08:55:49.533	5.561523	-10.571289	-7.702148	-0.024414	-0.280762	0.132812	0.	0.	0.
491.671	08:55:49.671	-24.833984	21.705078	7.849609	0.070068	-0.140381	-0.175537	0.	0.	0.
491.884	08:55:49.884	6.62207	-28.40625	-23.079102	0.197754	0.110596	0.608643	0.	0.	0.
492.021	08:55:50.021	-17.199219	12.115234	-15.538086	-0.074463	-0.037109	-0.090332	0.	0.	0.
492.163	08:55:50.163	-30.083008	26.542969	28.094727	0.011475	0.315918	-0.57666	0.	0.	0.
492.513	08:55:50.513	-17.537109	15.976562	1.130859	-0.114746	-0.043457	0.007324	0.	0.	0.
492.653	08:55:50.653	-12.292969	16.53418	-4.259766	-0.048828	-0.212646	-0.205322	0.	0.	0.
493.631	08:55:51.631	13.847656	-37.057617	-15.399414	0.388428	-0.279785	0.527832	0.	0.	0.
493.914	08:55:51.914	-11.860352	0.213867	-1.71582	0.069092	-0.05957	-0.0979	0.	0.	0.
494.472	08:55:52.472	-9.388672	0.24707	1.012695	-0.075439	0.016846	0.013672	0.	0.	0.
494.613	08:55:52.613	-10.101562	-0.038086	-1.583008	-0.036133	0.028564	-0.011475	0.	0.	0.
495.172	08:55:53.172	-9.521484	1.71582	1.407227	-0.007324	0.067871	-0.005127	0.	0.	0.
495.383	08:55:53.383	-10.582031	-0.961914	0.336914	0.029785	-0.046631	0.007324	0.	0.	0.
495.593	08:55:53.593	-9.821289	1.333984	-0.874023	0.080811	-0.02002	-0.02124	0.	0.	0.
495.873	08:55:53.873	-10.134766	1.405273	1.00293	0.	0.016846	-0.024414	0.	0.	0.
496.083	08:55:54.083	-9.77832	0.666992	0.641602	0.047852	0.011475	-0.009521	0.	0.	0.
496.154	08:55:54.154	-9.617188	-0.12793	0.232422	0.05835	-0.013672	0.00415	0.	0.	0.
496.432	08:55:54.432	-9.982422	0.109375	-0.170898	0.013672	0.012695	0.048828	0.	0.	0.
496.711	08:55:54.711	-8.898438	0.089844	-0.370117	0.011475	-0.008301	-0.055176	0.	0.	0.
496.922	08:55:54.922	-9.740234	0.30957	-0.037109	0.005127	0.00415	0.033936	0.	0.	0.
496.993	08:55:54.993	-9.730469	-0.008789	-0.251953	0.031738	-0.052002	-0.019043	0.	0.	0.
497.342	08:55:55.342	-9.678711	0.056641	-0.084961	-0.011475	0.003174	0.005127	0.	0.	0.
497.412	08:55:55.412	-9.645508	-0.066406	0.008789	0.005127	-0.006348	0.001953	0.	0.	0.
497.552	08:55:55.552	-9.645508	-0.066406	-0.051758	0.010498	0.	0.003174	0.	0.	0.
497.693	08:55:55.693	-9.707031	-0.018555	-0.008789	0.006348	-0.005127	0.003174	0.	0.	0.
497.903	08:55:55.903	-9.683594	-0.038086	-0.041992	0.006348	-0.000977	0.00415	0.	0.	0.
498.183	08:55:56.183	-9.797852	0.033203	0.051758	0.	-0.003174	0.001953	0.	0.	0.
498.254	08:55:56.254	-9.711914	-0.033203	0.	0.006348	-0.000977	0.005127	0.	0.	0.
498.468	08:55:56.468	-9.668945	-0.080078	0.003906	0.005127	-0.000977	0.00415	0.	0.	0.
498.741	08:55:56.741	-9.678711	-0.041992	-0.02832	0.001953	-0.00415	0.005127	0.	0.	0.
498.812	08:55:56.812	-9.711914	0.084961	-0.075195	0.00415	-0.001953	0.00415	0.	0.	0.
499.091	08:55:57.091	-9.673828	-0.038086	-0.046875	0.00415	0.000977	0.003174	0.	0.	0.
499.164	08:55:57.164	-8.951172	0.056641	-0.099609	0.005127	-0.014893	-0.013672	0.	0.	0.
499.302	08:55:57.302	-9.640625	0.018555	-0.02832	0.006348	-0.000977	0.001953	0.	0.	0.
499.374	08:55:57.374	-9.554688	-0.013672	-0.037109	0.001953	0.	0.00415	0.	0.	0.
499.512	08:55:57.512	-9.521484	-0.003906	0.051758	0.000977	-0.032959	0.019043	0.	0.	0.
