GradientMap:,large_hills_smooth.png
GradientMap Scale:,10*10
LMap TotalSize:,100
LMap FieldSize:,5
LMap Resolution:,20*20
Mode:,1
Gradient Speed:,0.15000000596046
Explore Speed:,2.5
Target Epsilon:,0.050000000745058
Width Factor:,2
Step Factor:,0.5
CP EpsilonRatio:,0.5
IMU Noise:,0


Time steps,Height
50,0.25098040699959
100,0.2549019753933
150,0.2549019753933
200,0.2549019753933
250,0.2549019753933
300,0.2549019753933
350,0.2549019753933
400,0.2549019753933
450,0.2549019753933
500,0.2549019753933
550,0.2549019753933
600,0.2549019753933
650,0.2549019753933
700,0.25098040699959
750,0.25098040699959
800,0.25098040699959
850,0.25098040699959
900,0.25098040699959
950,0.25098040699959
1000,0.25098040699959
1050,0.25098040699959
1100,0.25098040699959
1149,0.25098040699959
1199,0.25098040699959
1249,0.25098040699959
1299,0.25098040699959
1349,0.25098040699959
1399,0.25098040699959
1449,0.25098040699959
1499,0.25098040699959
1549,0.25098040699959
1599,0.25098040699959
1649,0.25098040699959
1699,0.25098040699959
1749,0.25098040699959
1799,0.25098040699959
1849,0.25098040699959
1899,0.25098040699959
1949,0.25098040699959
1999,0.25098040699959
2049,0.25098040699959
2099,0.25098040699959
2149,0.25098040699959
2199,0.25098040699959
2249,0.25098040699959
2299,0.25098040699959
2349,0.25098040699959
2399,0.25098040699959
2449,0.25098040699959
2499,0.2549019753933
2549,0.2549019753933
2599,0.2549019753933
2649,0.2549019753933
2699,0.2549019753933
2749,0.2549019753933
2799,0.2549019753933
2849,0.2549019753933
2899,0.2549019753933
2949,0.2549019753933
2999,0.2549019753933
3049,0.2549019753933
3099,0.258823543787
3149,0.258823543787
3199,0.258823543787
3249,0.258823543787
3299,0.258823543787
3349,0.258823543787
3399,0.258823543787
3449,0.258823543787
3499,0.258823543787
3549,0.258823543787
3599,0.258823543787
3649,0.26274511218071
3699,0.26274511218071
3749,0.26274511218071
3799,0.26274511218071
3849,0.26274511218071
3899,0.26274511218071
3949,0.26274511218071
3999,0.26274511218071
4049,0.26274511218071
4099,0.26274511218071
4149,0.26274511218071
4199,0.26274511218071
4249,0.26274511218071
4299,0.26274511218071
4349,0.26274511218071
4399,0.26274511218071
4449,0.26274511218071
4499,0.26274511218071
4549,0.26274511218071
4599,0.26274511218071
4649,0.26274511218071
4699,0.26666668057442
4750,0.26666668057442
4800,0.26666668057442
4850,0.26666668057442
4900,0.26666668057442
4950,0.26666668057442
5000,0.26666668057442
5050,0.26666668057442
5100,0.26666668057442
5150,0.26666668057442
5200,0.26666668057442
5250,0.26666668057442
5300,0.26666668057442
5350,0.26666668057442
5400,0.26666668057442
5450,0.26666668057442
5500,0.26666668057442
5550,0.27058824896812
5600,0.27058824896812
5650,0.27058824896812
5700,0.27058824896812
5750,0.27058824896812
5800,0.27058824896812
5850,0.27058824896812
5900,0.27058824896812
5950,0.27058824896812
6000,0.27058824896812
6050,0.27058824896812
6100,0.27058824896812
6150,0.27058824896812
6200,0.27058824896812
6250,0.27058824896812
6300,0.27058824896812
6350,0.27058824896812
6400,0.27058824896812
6450,0.27058824896812
6500,0.27058824896812
6550,0.27058824896812
6600,0.27058824896812
6650,0.27058824896812
6700,0.27058824896812
6750,0.27058824896812
6800,0.27058824896812
6850,0.27058824896812
6900,0.27058824896812
6950,0.27058824896812
7000,0.27058824896812
7050,0.27058824896812
7100,0.27058824896812
7150,0.27058824896812
7200,0.27058824896812
7250,0.27058824896812
7300,0.27058824896812
7350,0.27058824896812
7400,0.27058824896812
7450,0.27058824896812
7500,0.27058824896812
7550,0.27058824896812
7600,0.27058824896812
7650,0.27058824896812
7700,0.27058824896812
7750,0.27058824896812
7800,0.27058824896812
7850,0.27058824896812
7900,0.27058824896812
7950,0.27058824896812
8000,0.27058824896812
8050,0.27058824896812
8100,0.27058824896812
8150,0.27058824896812
8200,0.27058824896812
8250,0.27058824896812
8300,0.26666668057442
8350,0.26666668057442
8400,0.26666668057442
8450,0.26666668057442
8500,0.26666668057442
8550,0.26666668057442
8600,0.26666668057442
8650,0.26666668057442
8700,0.26666668057442
8750,0.26274511218071
8800,0.26274511218071
8850,0.26274511218071
