Time	UTC	GPS_lat(deg)	GPS_long(deg)	NPS_RATE_ATTITUDE:theta	NPS_RATE_ATTITUDE:phi	NPS_SPEED_POS:ltpp_y	NPS_SPEED_POS:ltpp_x	NPS_SPEED_POS:ltpp_yd	NPS_SPEED_POS:ltpp_xd
41.559	14:02:35.426	52.138611059	11.645278065	-1.5e-05	-1.4e-05	0.006081	0.004777	-0.	0.
41.809	14:02:35.676	52.138611059	11.645278065	-1.5e-05	-1.4e-05	0.006081	0.004777	-0.	0.
42.059	14:02:35.926	52.138611059	11.645278065	-1.5e-05	-1.4e-05	0.006081	0.004777	-0.	0.
42.309	14:02:36.176	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	-0.	0.
42.559	14:02:36.426	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	-0.	0.
42.809	14:02:36.676	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	-0.	0.
43.059	14:02:36.926	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
43.309	14:02:37.176	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
43.559	14:02:37.426	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
43.809	14:02:37.676	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
44.059	14:02:37.926	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
44.309	14:02:38.176	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
44.559	14:02:38.426	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
44.809	14:02:38.676	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
45.059	14:02:38.926	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
45.309	14:02:39.176	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
45.559	14:02:39.426	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
45.809	14:02:39.676	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
46.059	14:02:39.926	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
46.309	14:02:40.176	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	-0.	0.
46.559	14:02:40.426	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	-0.	0.
46.809	14:02:40.676	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	-0.	0.
47.059	14:02:40.926	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	-0.	0.
47.309	14:02:41.176	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	-0.	0.
47.559	14:02:41.426	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	-0.	0.
47.809	14:02:41.676	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
48.059	14:02:41.926	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
48.309	14:02:42.176	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
48.559	14:02:42.426	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
48.809	14:02:42.676	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
49.059	14:02:42.926	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
49.309	14:02:43.176	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
49.559	14:02:43.426	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
49.809	14:02:43.676	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
50.059	14:02:43.926	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
50.309	14:02:44.176	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
50.559	14:02:44.426	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
50.809	14:02:44.676	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
51.059	14:02:44.926	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
51.309	14:02:45.176	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
51.559	14:02:45.426	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
51.809	14:02:45.676	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
52.059	14:02:45.926	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
52.309	14:02:46.176	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
52.559	14:02:46.426	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
52.809	14:02:46.676	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
53.059	14:02:46.926	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
53.309	14:02:47.176	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
53.559	14:02:47.426	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
53.809	14:02:47.676	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
54.059	14:02:47.926	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
54.309	14:02:48.176	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
54.559	14:02:48.426	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
54.809	14:02:48.676	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
55.059	14:02:48.926	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
55.309	14:02:49.176	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
55.559	14:02:49.426	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
55.809	14:02:49.676	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
56.059	14:02:49.926	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	-0.
56.309	14:02:50.176	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	-0.
56.559	14:02:50.426	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	-0.
56.809	14:02:50.676	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	-0.
57.059	14:02:50.926	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	-0.
57.309	14:02:51.176	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	-0.
57.559	14:02:51.426	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
57.809	14:02:51.676	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
58.059	14:02:51.926	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
58.309	14:02:52.176	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
58.559	14:02:52.426	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
58.809	14:02:52.676	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
59.059	14:02:52.926	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
59.309	14:02:53.176	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	-0.	0.
59.559	14:02:53.426	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	-0.	0.
59.809	14:02:53.676	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	-0.	0.
60.059	14:02:53.926	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	-0.	0.
60.309	14:02:54.176	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	-0.	0.
60.559	14:02:54.426	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	-0.	0.
60.809	14:02:54.676	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
61.059	14:02:54.926	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
61.309	14:02:55.176	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
61.559	14:02:55.426	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
61.809	14:02:55.676	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
62.059	14:02:55.926	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
62.309	14:02:56.176	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
62.559	14:02:56.426	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
62.809	14:02:56.676	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
63.059	14:02:56.926	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
63.309	14:02:57.176	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
63.559	14:02:57.426	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
63.809	14:02:57.676	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	0.	0.
64.059	14:02:57.926	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	-0.	0.
64.309	14:02:58.176	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	-0.	0.
64.559	14:02:58.426	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	-0.	0.
64.809	14:02:58.676	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	-0.	0.
65.059	14:02:58.926	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	-0.	0.
65.309	14:02:59.176	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	-0.	0.
65.559	14:02:59.426	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	-0.	0.
65.809	14:02:59.676	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	-0.	0.
66.059	14:02:59.926	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	-0.	0.
66.309	14:03:0.176	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	-0.	0.
66.559	14:03:0.426	52.138610919	11.645278350	-1.5e-05	-1.4e-05	0.006081	0.004777	-0.	0.
