GradientMap:,pyramid.png
GradientMap Scale:,10*10
LMap TotalSize:,100
LMap FieldSize:,5
LMap Resolution:,20*20
Mode:,0
Gradient Speed:,0.15000000596046
Explore Speed:,2.5
Target Epsilon:,0.050000000745058
Width Factor:,2
Step Factor:,0.5
CP EpsilonRatio:,0.5
IMU Noise:,0.050000000745058


Time steps,Height
50,0.32156863808632
100,0.32156863808632
150,0.32156863808632
200,0.32156863808632
250,0.32156863808632
300,0.32156863808632
350,0.32156863808632
400,0.32156863808632
450,0.32156863808632
500,0.32156863808632
550,0.32156863808632
600,0.32156863808632
650,0.32156863808632
700,0.32156863808632
750,0.32156863808632
800,0.32156863808632
850,0.32156863808632
900,0.32156863808632
950,0.32156863808632
1000,0.32156863808632
1050,0.32156863808632
1100,0.32156863808632
1149,0.32156863808632
1199,0.32156863808632
1249,0.32156863808632
1299,0.32156863808632
1349,0.32156863808632
1399,0.32156863808632
1449,0.31764706969261
1499,0.31764706969261
1549,0.31764706969261
1599,0.31764706969261
1649,0.31764706969261
1699,0.31764706969261
1749,0.31764706969261
1799,0.31764706969261
1849,0.31764706969261
1899,0.31764706969261
1949,0.31764706969261
1999,0.31764706969261
2049,0.3137255012989
2099,0.3137255012989
2149,0.3137255012989
2199,0.3137255012989
2249,0.3137255012989
2299,0.3137255012989
2349,0.3137255012989
2399,0.3137255012989
2449,0.3137255012989
2499,0.3137255012989
2549,0.3137255012989
2599,0.3137255012989
2649,0.3137255012989
2699,0.3137255012989
2749,0.3137255012989
2799,0.3137255012989
2849,0.3137255012989
2899,0.3137255012989
2949,0.3137255012989
2999,0.3137255012989
3049,0.3137255012989
3099,0.3098039329052
3149,0.3098039329052
3199,0.3098039329052
3249,0.3098039329052
3299,0.3098039329052
3349,0.3098039329052
3399,0.3098039329052
3449,0.3098039329052
3499,0.3098039329052
3549,0.3098039329052
3599,0.3098039329052
3649,0.3098039329052
3699,0.3098039329052
3749,0.3098039329052
3799,0.3098039329052
3849,0.3098039329052
3899,0.3098039329052
3949,0.3098039329052
3999,0.3098039329052
4049,0.3098039329052
4099,0.3098039329052
4149,0.3098039329052
4199,0.3098039329052
4249,0.3098039329052
4299,0.3098039329052
4349,0.3098039329052
4399,0.3098039329052
4449,0.3098039329052
4499,0.3098039329052
4549,0.3098039329052
4599,0.3098039329052
4649,0.3098039329052
4699,0.3098039329052
4750,0.3098039329052
4800,0.3098039329052
4850,0.3098039329052
4900,0.3098039329052
4950,0.3098039329052
5000,0.3098039329052
5050,0.3098039329052
5100,0.3098039329052
5150,0.3098039329052
5200,0.3098039329052
5250,0.3098039329052
5300,0.3098039329052
5350,0.3098039329052
5400,0.3137255012989
5450,0.3137255012989
5500,0.3137255012989
5550,0.3137255012989
5600,0.3137255012989
5650,0.3137255012989
5700,0.31764706969261
5750,0.31764706969261
5800,0.31764706969261
5850,0.31764706969261
5900,0.31764706969261
5950,0.32156863808632
6000,0.32156863808632
6050,0.32156863808632
6100,0.32156863808632
6150,0.32549020648003
6200,0.32549020648003
6250,0.32549020648003
6300,0.32549020648003
6350,0.32941177487373
6400,0.32941177487373
6450,0.32941177487373
6500,0.32941177487373
6550,0.33333334326744
6600,0.33333334326744
6650,0.33333334326744
6700,0.33725491166115
6750,0.33725491166115
6800,0.33725491166115
6850,0.33725491166115
6900,0.34117648005486
6950,0.34117648005486
7000,0.34117648005486
7050,0.34117648005486
7100,0.34509804844856
7150,0.34509804844856
7200,0.34509804844856
7250,0.34509804844856
7300,0.34509804844856
7350,0.34901961684227
7400,0.34901961684227
7450,0.34901961684227
7500,0.34901961684227
7550,0.35294118523598
7600,0.35294118523598
7650,0.35294118523598
7700,0.35294118523598
7750,0.35686275362968
7800,0.35686275362968
7850,0.35686275362968
7900,0.35686275362968
7950,0.35686275362968
8000,0.36078432202339
8050,0.36078432202339
8100,0.36078432202339
8150,0.36078432202339
8200,0.36078432202339
8250,0.3647058904171
8300,0.3647058904171
8350,0.3647058904171
8400,0.3647058904171
8450,0.3647058904171
8500,0.3647058904171
8550,0.36862745881081
8600,0.36862745881081
8650,0.36862745881081
8700,0.36862745881081
8750,0.36862745881081
8800,0.37254902720451
