GradientMap:,large_hills_smooth.png
GradientMap Scale:,10*10
LMap TotalSize:,100
LMap FieldSize:,5
LMap Resolution:,20*20
Mode:,0
Gradient Speed:,0.15000000596046
Explore Speed:,2.5
Target Epsilon:,0.050000000745058
Width Factor:,2
Step Factor:,0.5
CP EpsilonRatio:,0.5
IMU Noise:,0


Time steps,Height
50,0.29411765933037
100,0.29411765933037
150,0.29411765933037
200,0.29411765933037
250,0.29411765933037
300,0.29411765933037
350,0.29411765933037
400,0.29411765933037
450,0.29411765933037
500,0.29411765933037
550,0.29803922772408
600,0.29803922772408
650,0.29803922772408
700,0.29803922772408
750,0.29803922772408
800,0.29803922772408
850,0.29803922772408
900,0.29803922772408
950,0.29803922772408
1000,0.29803922772408
1050,0.30196079611778
1100,0.30196079611778
1149,0.30196079611778
1199,0.30196079611778
1249,0.30196079611778
1299,0.30196079611778
1349,0.30196079611778
1399,0.30196079611778
1449,0.30196079611778
1499,0.30196079611778
1549,0.30196079611778
1599,0.30196079611778
1649,0.30196079611778
1699,0.30196079611778
1749,0.30196079611778
1799,0.30196079611778
1849,0.30196079611778
1899,0.30196079611778
1949,0.30196079611778
1999,0.30196079611778
2049,0.30196079611778
2099,0.29803922772408
2149,0.29803922772408
2199,0.29803922772408
2249,0.29803922772408
2299,0.29803922772408
2349,0.29803922772408
2399,0.29803922772408
2449,0.29411765933037
2499,0.29411765933037
2549,0.29411765933037
2599,0.29411765933037
2649,0.29019609093666
2699,0.29019609093666
2749,0.29019609093666
2799,0.29019609093666
2849,0.28627452254295
2899,0.28627452254295
2949,0.28627452254295
2999,0.28627452254295
3049,0.28235295414925
3099,0.28235295414925
3149,0.28235295414925
3199,0.27843138575554
3249,0.27843138575554
3299,0.27450981736183
3349,0.27450981736183
3399,0.27450981736183
3449,0.27450981736183
3499,0.27058824896812
3549,0.27058824896812
3599,0.27058824896812
3649,0.26666668057442
3699,0.26666668057442
3749,0.26666668057442
3799,0.26666668057442
3849,0.26666668057442
3899,0.26274511218071
3949,0.26274511218071
3999,0.26274511218071
4049,0.26274511218071
4099,0.26274511218071
4149,0.26274511218071
4199,0.26274511218071
4249,0.26274511218071
4299,0.26274511218071
4349,0.26274511218071
4399,0.26274511218071
4449,0.26274511218071
4499,0.258823543787
4549,0.258823543787
4599,0.258823543787
4649,0.258823543787
4699,0.26274511218071
4750,0.258823543787
4800,0.258823543787
4850,0.258823543787
4900,0.258823543787
4950,0.258823543787
5000,0.258823543787
5050,0.258823543787
5100,0.26274511218071
5150,0.258823543787
5200,0.258823543787
5250,0.258823543787
5300,0.258823543787
5350,0.258823543787
5400,0.258823543787
5450,0.258823543787
5500,0.258823543787
5550,0.26274511218071
5600,0.26274511218071
5650,0.26274511218071
5700,0.26274511218071
5750,0.26274511218071
5800,0.26274511218071
5850,0.26274511218071
5900,0.26274511218071
5950,0.26666668057442
6000,0.26666668057442
6050,0.26666668057442
6100,0.26666668057442
6150,0.26666668057442
6200,0.27058824896812
6250,0.27058824896812
6300,0.27058824896812
6350,0.27058824896812
6400,0.27058824896812
6450,0.27450981736183
6500,0.27450981736183
6550,0.27450981736183
6600,0.27450981736183
6650,0.27450981736183
6700,0.27450981736183
6750,0.27843138575554
6800,0.27843138575554
6850,0.27843138575554
6900,0.27843138575554
6950,0.28235295414925
7000,0.28235295414925
7050,0.28627452254295
7100,0.28627452254295
7150,0.28627452254295
7200,0.28627452254295
7250,0.29019609093666
7300,0.29019609093666
7350,0.29411765933037
7400,0.29411765933037
7450,0.29803922772408
7500,0.29803922772408
7550,0.29803922772408
7600,0.29803922772408
7650,0.30196079611778
7700,0.30196079611778
7750,0.30588236451149
7800,0.30588236451149
7850,0.3098039329052
7900,0.3098039329052
7950,0.3098039329052
8000,0.3137255012989
8050,0.3137255012989
8100,0.31764706969261
8150,0.31764706969261
8200,0.31764706969261
8250,0.32156863808632
8300,0.32156863808632
8350,0.32549020648003
8400,0.32549020648003
8450,0.32549020648003
8500,0.32941177487373
8550,0.32941177487373
8600,0.33333334326744
8650,0.33333334326744
8700,0.33333334326744
8750,0.33333334326744
8800,0.33725491166115
8850,0.33725491166115
8900,0.33725491166115
