GradientMap:,pyramid.png
GradientMap Scale:,10*10
LMap TotalSize:,100
LMap FieldSize:,5
LMap Resolution:,20*20
Mode:,0
Gradient Speed:,0.15000000596046
Explore Speed:,2.5
Target Epsilon:,0.050000000745058
Width Factor:,2
Step Factor:,0.5
CP EpsilonRatio:,0.5
IMU Noise:,0


Time steps,Height
50,0.32549020648003
100,0.32549020648003
150,0.32549020648003
200,0.32549020648003
250,0.32549020648003
300,0.32549020648003
350,0.32549020648003
400,0.32549020648003
450,0.32549020648003
500,0.32549020648003
550,0.32549020648003
600,0.32549020648003
650,0.32549020648003
700,0.32549020648003
750,0.32549020648003
800,0.32549020648003
850,0.32549020648003
900,0.32156863808632
950,0.32156863808632
1000,0.32156863808632
1050,0.32156863808632
1100,0.32156863808632
1149,0.32156863808632
1199,0.32156863808632
1249,0.32156863808632
1299,0.32156863808632
1349,0.32156863808632
1399,0.32156863808632
1449,0.32156863808632
1499,0.31764706969261
1549,0.31764706969261
1599,0.31764706969261
1649,0.31764706969261
1699,0.31764706969261
1749,0.31764706969261
1799,0.31764706969261
1849,0.3137255012989
1899,0.3137255012989
1949,0.3137255012989
1999,0.3137255012989
2049,0.3137255012989
2099,0.3098039329052
2149,0.3098039329052
2199,0.3098039329052
2249,0.3098039329052
2299,0.3098039329052
2349,0.3098039329052
2399,0.3098039329052
2449,0.3098039329052
2499,0.3098039329052
2549,0.30588236451149
2599,0.30588236451149
2649,0.30588236451149
2699,0.30588236451149
2749,0.30588236451149
2799,0.30588236451149
2849,0.30588236451149
2899,0.30588236451149
2949,0.30588236451149
2999,0.30588236451149
3049,0.30588236451149
3099,0.30588236451149
3149,0.30588236451149
3199,0.30588236451149
3249,0.30588236451149
3299,0.30588236451149
3349,0.30588236451149
3399,0.30588236451149
3449,0.30588236451149
3499,0.30588236451149
3549,0.30588236451149
3599,0.30588236451149
3649,0.30588236451149
3699,0.30588236451149
3749,0.3098039329052
3799,0.3098039329052
3849,0.3098039329052
3899,0.3098039329052
3949,0.3098039329052
3999,0.3137255012989
4049,0.3137255012989
4099,0.3137255012989
4149,0.3137255012989
4199,0.31764706969261
4249,0.31764706969261
4299,0.31764706969261
4349,0.31764706969261
4399,0.32156863808632
4449,0.32156863808632
4499,0.32156863808632
4549,0.32156863808632
4599,0.32549020648003
4649,0.32549020648003
4699,0.32549020648003
4750,0.32941177487373
4800,0.32941177487373
4850,0.32941177487373
4900,0.32941177487373
4950,0.32941177487373
5000,0.33333334326744
5050,0.33333334326744
5100,0.33333334326744
5150,0.33333334326744
5200,0.33333334326744
5250,0.33725491166115
5300,0.33725491166115
5350,0.33725491166115
5400,0.33725491166115
5450,0.34117648005486
5500,0.34117648005486
5550,0.34117648005486
5600,0.34117648005486
5650,0.34117648005486
5700,0.34509804844856
5750,0.34509804844856
5800,0.34509804844856
5850,0.34509804844856
5900,0.34509804844856
5950,0.34901961684227
6000,0.34901961684227
6050,0.34901961684227
6100,0.34901961684227
6150,0.34901961684227
6200,0.35294118523598
6250,0.35294118523598
6300,0.35294118523598
6350,0.35294118523598
6400,0.35294118523598
6450,0.35686275362968
6500,0.35686275362968
6550,0.35686275362968
6600,0.35686275362968
6650,0.35686275362968
6700,0.35686275362968
6750,0.36078432202339
6800,0.36078432202339
6850,0.36078432202339
6900,0.36078432202339
6950,0.36078432202339
7000,0.36078432202339
7050,0.36078432202339
7100,0.36078432202339
7150,0.36078432202339
7200,0.3647058904171
7250,0.3647058904171
7300,0.3647058904171
7350,0.3647058904171
7400,0.3647058904171
7450,0.3647058904171
7500,0.3647058904171
7550,0.3647058904171
7600,0.36862745881081
7650,0.36862745881081
7700,0.36862745881081
7750,0.36862745881081
7800,0.36862745881081
7850,0.36862745881081
7900,0.36862745881081
7950,0.36862745881081
8000,0.37254902720451
8050,0.37254902720451
8100,0.37254902720451
8150,0.37254902720451
8200,0.37254902720451
8250,0.37254902720451
8300,0.37254902720451
8350,0.37254902720451
8400,0.37254902720451
8450,0.37647059559822
8500,0.37647059559822
8550,0.37647059559822
8600,0.37647059559822
8650,0.37647059559822
8700,0.37647059559822
8750,0.37647059559822
8800,0.38039216399193
8850,0.38039216399193
